Region,State,Sub-Category,sales,profit,quantity,rows,orders,loss_rows,margin,sales_weighted_discount,loss_row_share,discount
Central,Illinois,Accessories,5535.696,981.8644,145,33,33,8,0.17736963879519396,0.2,0.24242424242424243,0.2
Central,Illinois,Appliances,974.72,-2482.4187,76,20,20,20,-2.5468018507879187,0.8,1.0,0.8
Central,Illinois,Art,930.032,138.9541,149,37,35,0,0.14940786983673682,0.2,0.0,0.2
Central,Illinois,Binders,4538.546,-7204.3242,327,80,76,80,-1.5873639266848898,0.8,1.0,0.8
Central,Illinois,Bookcases,4282.698,-555.8726,43,10,9,9,-0.12979495635695068,0.3,0.9,0.3
Central,Illinois,Chairs,14563.178,-1578.6955,147,38,37,37,-0.1084032276471523,0.30000000000000004,0.9736842105263158,0.3
Central,Illinois,Copiers,5919.888,1831.9666,14,4,4,0,0.3094596722100148,0.20000000000000004,0.0,0.2
Central,Illinois,Envelopes,384.10400000000004,132.5294,22,8,8,0,0.3450351988003249,0.20000000000000004,0.0,0.2
Central,Illinois,Fasteners,141.336,43.9949,50,13,13,0,0.3112787966264787,0.2,0.0,0.2
Central,Illinois,Furnishings,2877.976,-2631.9766,193,57,51,57,-0.9145234706613258,0.6,1.0,0.6
Central,Illinois,Labels,224.872,77.4622,48,13,13,0,0.3444724109715749,0.2,0.0,0.2
Central,Illinois,Machines,3756.3050000000003,326.0395,12,5,5,1,0.08679793041299894,0.3,0.2,0.3
Central,Illinois,Paper,3455.8160000000003,1183.6766,246,60,55,0,0.3425172520759207,0.2,0.0,0.2
Central,Illinois,Phones,16771.784,1682.6887,131,42,40,3,0.1003285458481936,0.2,0.07142857142857142,0.2
Central,Illinois,Storage,9080.328,-257.4584,151,47,44,21,-0.028353425118563997,0.20000000000000004,0.44680851063829785,0.2
Central,Illinois,Supplies,178.152,13.427299999999999,26,7,7,1,0.07536990884188782,0.2,0.14285714285714285,0.2
Central,Illinois,Tables,6550.67,-4309.7447,65,18,17,18,-0.6579089925152695,0.5,1.0,0.5
Central,Indiana,Accessories,2279.03,570.2304,45,13,11,0,0.2502075005594485,0.0,0.0,0.0
Central,Indiana,Appliances,4160.15,1259.8645,52,10,10,0,0.3028411235171809,0.0,0.0,0.0
Central,Indiana,Art,389.19,123.6134,54,12,12,0,0.31761710218659267,0.0,0.0,0.0
Central,Indiana,Binders,4011.88,1827.1562,63,19,18,0,0.45543640388047496,0.0,0.0,0.0
Central,Indiana,Chairs,6463.39,1587.5621,31,7,7,0,0.24562375162260053,0.0,0.0,0.0
Central,Indiana,Copiers,18499.93,8849.967,7,2,2,0,0.4783784046750447,0.0,0.0,0.0
Central,Indiana,Envelopes,889.56,412.1747,40,7,7,0,0.4633467107333963,0.0,0.0,0.0
Central,Indiana,Fasteners,8.46,0.1008,5,2,2,0,0.011914893617021275,0.0,0.0,0.0
Central,Indiana,Furnishings,1514.48,180.7914,41,13,13,0,0.1193752311024246,0.0,0.0,0.0
Central,Indiana,Labels,276.21,134.2083,24,5,5,0,0.48589225589225593,0.0,0.0,0.0
Central,Indiana,Machines,83.9,22.653,2,1,1,0,0.26999999999999996,0.0,0.0,0.0
Central,Indiana,Paper,1879.52,888.3797,100,27,21,0,0.47266307355069376,0.0,0.0,0.0
Central,Indiana,Phones,5460.39,1558.0269,52,13,11,0,0.28533253119282687,0.0,0.0,0.0
Central,Indiana,Storage,4120.43,555.2861,51,15,13,0,0.1347641144249508,0.0,0.0,0.0
Central,Indiana,Tables,3518.84,412.9218,11,3,3,0,0.117346000386491,0.0,0.0,0.0
Central,Iowa,Art,146.57999999999998,45.4938,8,3,3,0,0.3103683995088007,0.0,0.0,0.0
Central,Iowa,Binders,247.96,118.7179,34,8,6,0,0.4787784320051621,0.0,0.0,0.0
Central,Iowa,Chairs,1408.1,394.268,10,1,1,0,0.27999999999999997,0.0,0.0,0.0
Central,Iowa,Envelopes,13.4,6.3708,4,2,2,0,0.4754328358208955,0.0,0.0,0.0
Central,Iowa,Fasteners,45.92,21.5824,4,1,1,0,0.47,0.0,0.0,0.0
Central,Iowa,Furnishings,49.489999999999995,19.145699999999998,10,2,2,0,0.38685997171145686,0.0,0.0,0.0
Central,Iowa,Paper,315.80999999999995,149.7355,24,7,6,0,0.47413159811278943,0.0,0.0,0.0
Central,Iowa,Phones,1154.3,318.3682,13,4,4,0,0.2758106211556788,0.0,0.0,0.0
Central,Iowa,Storage,13.48,3.5048,1,1,1,0,0.26,0.0,0.0,0.0
Central,Iowa,Tables,1184.72,106.6248,4,1,1,0,0.09,0.0,0.0,0.0
Central,Kansas,Accessories,92.35,26.284,10,2,2,0,0.28461288576069305,0.0,0.0,0.0
Central,Kansas,Appliances,81.96,22.9488,2,1,1,0,0.28,0.0,0.0,0.0
Central,Kansas,Art,162.72,45.9516,14,4,4,0,0.2823967551622419,0.0,0.0,0.0
Central,Kansas,Binders,611.92,279.4432,9,3,3,0,0.4566662308798536,0.0,0.0,0.0
Central,Kansas,Fasteners,24.049999999999997,10.9211,4,2,2,0,0.4540997920997921,0.0,0.0,0.0
Central,Kansas,Furnishings,111.12,36.9696,8,2,2,0,0.3326997840172786,0.0,0.0,0.0
Central,Kansas,Labels,18.9,8.694,3,1,1,0,0.4600000000000001,0.0,0.0,0.0
Central,Kansas,Paper,303.0,147.6816,9,3,3,0,0.4873980198019802,0.0,0.0,0.0
Central,Kansas,Phones,756.69,148.70260000000002,9,3,3,0,0.19651719991013494,0.0,0.0,0.0
Central,Kansas,Storage,393.67,101.6884,3,2,2,0,0.2583087357431351,0.0,0.0,0.0
Central,Kansas,Supplies,357.93,7.1586,3,1,1,0,0.02,0.0,0.0,0.0
Central,Michigan,Accessories,4932.55,1655.0608,69,15,14,0,0.33553857538190185,0.0,0.0,0.0
Central,Michigan,Appliances,4324.149,1086.0808,55,16,16,0,0.2511663682264417,0.1,0.0,0.1
Central,Michigan,Art,1004.86,301.3652,91,25,24,0,0.29990764882670223,0.0,0.0,0.0
Central,Michigan,Binders,22821.969999999998,11079.505,192,43,36,0,0.4854753993629823,0.0,0.0,0.0
Central,Michigan,Bookcases,810.2,150.6456,10,4,4,0,0.18593631202172303,0.0,0.0,0.0
Central,Michigan,Chairs,13878.060000000001,3001.6506,77,21,17,0,0.21628747822101935,0.0,0.0,0.0
Central,Michigan,Copiers,1149.97,484.988,3,2,2,0,0.4217396975573276,0.0,0.0,0.0
Central,Michigan,Envelopes,310.02,141.62900000000002,16,5,5,0,0.4568382684988066,0.0,0.0,0.0
Central,Michigan,Fasteners,109.5,42.7554,26,5,5,0,0.39046027397260274,0.0,0.0,0.0
Central,Michigan,Furnishings,1916.26,435.3779,70,18,16,0,0.227201893271268,0.0,0.0,0.0
Central,Michigan,Labels,880.56,430.9921,40,8,8,0,0.4894522803670392,0.0,0.0,0.0
Central,Michigan,Machines,3410.955,832.0843,5,2,2,0,0.2439446723864724,0.1,0.0,0.1
Central,Michigan,Paper,2010.74,961.3904,103,31,26,0,0.47812765449535993,0.0,0.0,0.0
Central,Michigan,Phones,6731.28,1810.1694,73,27,24,0,0.26891904660034943,0.0,0.0,0.0
Central,Michigan,Storage,6187.48,940.4052,83,24,20,0,0.15198517005307494,0.0,0.0,0.0
Central,Michigan,Supplies,74.48,21.2104,6,2,2,0,0.2847798066595059,0.0,0.0,0.0
Central,Michigan,Tables,5716.58,1087.8775,27,7,7,0,0.19030215618429203,0.0,0.0,0.0
Central,Minnesota,Accessories,1520.38,556.7236,26,8,6,0,0.36617398282008445,0.0,0.0,0.0
Central,Minnesota,Appliances,2844.13,863.8521,26,6,6,0,0.3037315804833112,0.0,0.0,0.0
Central,Minnesota,Art,102.81,36.5706,32,6,6,0,0.35571053399474756,0.0,0.0,0.0
Central,Minnesota,Binders,12470.24,6041.276,55,16,13,0,0.4844554715867537,0.0,0.0,0.0
Central,Minnesota,Chairs,6079.37,1703.9146999999998,33,6,6,0,0.28027817027093266,0.0,0.0,0.0
Central,Minnesota,Copiers,549.99,274.995,1,1,1,0,0.5,0.0,0.0,0.0
Central,Minnesota,Envelopes,30.56,14.9744,4,2,2,0,0.49,0.0,0.0,0.0
Central,Minnesota,Fasteners,42.9,19.328,9,2,2,0,0.45053613053613056,0.0,0.0,0.0
Central,Minnesota,Furnishings,231.52,49.5342,14,5,5,0,0.2139521423635107,0.0,0.0,0.0
Central,Minnesota,Labels,161.04999999999998,76.8852,21,6,5,0,0.4773995653523751,0.0,0.0,0.0
Central,Minnesota,Paper,319.88,155.5074,42,11,10,0,0.48614292859822433,0.0,0.0,0.0
Central,Minnesota,Phones,774.8900000000001,187.0822,11,3,3,0,0.24143065467356653,0.0,0.0,0.0
Central,Minnesota,Storage,3397.73,561.3062,48,14,13,0,0.1652003543542306,0.0,0.0,0.0
Central,Minnesota,Supplies,37.24,10.7996,4,1,1,0,0.29,0.0,0.0,0.0
Central,Minnesota,Tables,1300.46,270.4382,5,2,2,0,0.20795580025529428,0.0,0.0,0.0
Central,Missouri,Accessories,1021.6800000000001,254.97930000000002,38,8,7,0,0.24956865163260514,0.0,0.0,0.0
Central,Missouri,Appliances,3670.43,1226.0318,33,7,6,0,0.33402947338595207,0.0,0.0,0.0
Central,Missouri,Art,239.62,66.1596,13,2,2,0,0.27610216175611385,0.0,0.0,0.0
Central,Missouri,Binders,1875.6200000000001,898.4064,37,11,9,0,0.47899169341337794,0.0,0.0,0.0
Central,Missouri,Bookcases,212.94,53.235,3,1,1,0,0.25,0.0,0.0,0.0
Central,Missouri,Chairs,60.89,15.2225,1,1,1,0,0.25,0.0,0.0,0.0
Central,Missouri,Copiers,5499.92,2536.9631999999997,8,2,2,0,0.4612727457853932,0.0,0.0,0.0
Central,Missouri,Envelopes,71.17999999999999,33.4546,10,3,3,0,0.47000000000000003,0.0,0.0,0.0
Central,Missouri,Furnishings,941.0799999999999,195.236,20,7,7,0,0.20745951460024653,0.0,0.0,0.0
Central,Missouri,Labels,14.94,6.8724,3,1,1,0,0.46,0.0,0.0,0.0
Central,Missouri,Paper,301.81,144.0062,42,11,9,0,0.4771419104734767,0.0,0.0,0.0
Central,Missouri,Phones,564.9200000000001,222.7843,8,2,2,0,0.39436433477306515,0.0,0.0,0.0
Central,Missouri,Storage,1791.94,322.2778,17,6,5,0,0.17984854403607264,0.0,0.0,0.0
Central,Missouri,Supplies,4216.64,99.058,8,2,2,0,0.023492164377324126,0.0,0.0,0.0
Central,Missouri,Tables,1721.54,361.52340000000004,11,2,2,0,0.21000000000000002,0.0,0.0,0.0
Central,Nebraska,Accessories,239.94,69.8835,6,2,2,0,0.29125406351587896,0.0,0.0,0.0
Central,Nebraska,Appliances,500.57,170.17780000000002,14,4,3,0,0.3399680364384602,0.0,0.0,0.0
Central,Nebraska,Art,19.46,5.0596,7,1,1,0,0.25999999999999995,0.0,0.0,0.0
Central,Nebraska,Binders,128.23,60.4036,15,5,5,0,0.4710566950011698,0.0,0.0,0.0
Central,Nebraska,Chairs,563.94,112.788,3,1,1,0,0.19999999999999998,0.0,0.0,0.0
Central,Nebraska,Fasteners,57.64,10.384599999999999,14,3,3,0,0.18016308119361552,0.0,0.0,0.0
Central,Nebraska,Furnishings,1380.76,405.64840000000004,18,3,3,0,0.29378632057707355,0.0,0.0,0.0
Central,Nebraska,Labels,14.4,7.056,5,1,1,0,0.49,0.0,0.0,0.0
Central,Nebraska,Paper,332.79,160.3182,21,8,7,0,0.48173983593257,0.0,0.0,0.0
Central,Nebraska,Phones,3045.8,891.6315000000001,20,6,5,0,0.29274131591043406,0.0,0.0,0.0
Central,Nebraska,Storage,1164.5,138.673,11,3,2,0,0.1190837269214255,0.0,0.0,0.0
Central,Nebraska,Supplies,16.9,5.07,2,1,1,0,0.30000000000000004,0.0,0.0,0.0
Central,North Dakota,Art,181.84,51.8812,18,4,2,0,0.285312362516498,0.0,0.0,0.0
Central,North Dakota,Binders,25.9,12.691,5,1,1,0,0.49000000000000005,0.0,0.0,0.0
Central,North Dakota,Fasteners,7.41,3.4827,3,1,1,0,0.47,0.0,0.0,0.0
Central,North Dakota,Storage,704.76,162.0948,4,1,1,0,0.22999999999999998,0.0,0.0,0.0
Central,Oklahoma,Accessories,1817.47,395.6859,26,5,5,0,0.21771247943569907,0.0,0.0,0.0
Central,Oklahoma,Appliances,1491.22,471.5795,14,4,4,0,0.31623737610815306,0.0,0.0,0.0
Central,Oklahoma,Art,58.910000000000004,19.0864,11,4,4,0,0.3239925309794602,0.0,0.0,0.0
Central,Oklahoma,Binders,445.44,209.7537,42,11,10,0,0.4708910290948276,0.0,0.0,0.0
Central,Oklahoma,Bookcases,341.96,54.7136,2,1,1,0,0.16,0.0,0.0,0.0
Central,Oklahoma,Chairs,3963.38,1106.7992,19,5,5,0,0.2792563922712432,0.0,0.0,0.0
Central,Oklahoma,Envelopes,407.40000000000003,188.2194,5,2,2,0,0.46200147275405007,0.0,0.0,0.0
Central,Oklahoma,Furnishings,1444.92,412.46639999999996,21,5,4,0,0.28545967942861883,0.0,0.0,0.0
Central,Oklahoma,Labels,64.24,31.185200000000002,15,3,2,0,0.48544831880448325,0.0,0.0,0.0
Central,Oklahoma,Paper,196.62,92.84819999999999,18,7,7,0,0.472221544095209,0.0,0.0,0.0
Central,Oklahoma,Phones,4550.98,1185.2144,41,9,9,0,0.2604305885765264,0.0,0.0,0.0
Central,Oklahoma,Storage,2345.05,100.3723,16,5,5,0,0.04280177394938274,0.0,0.0,0.0
Central,Oklahoma,Supplies,21.96,6.1488,2,1,1,0,0.27999999999999997,0.0,0.0,0.0
Central,Oklahoma,Tables,2533.84,579.883,15,4,4,0,0.22885541312790073,0.0,0.0,0.0
Central,South Dakota,Accessories,392.94000000000005,133.8966,6,2,2,0,0.34075584058634906,0.0,0.0,0.0
Central,South Dakota,Appliances,416.32,112.4064,2,1,1,0,0.27,0.0,0.0,0.0
Central,South Dakota,Binders,114.50999999999999,55.6446,14,3,2,0,0.48593659942363115,0.0,0.0,0.0
Central,South Dakota,Bookcases,141.96,39.7488,2,1,1,0,0.28,0.0,0.0,0.0
Central,South Dakota,Chairs,182.94,27.441,3,1,1,0,0.15,0.0,0.0,0.0
Central,South Dakota,Fasteners,6.54,2.6814,3,1,1,0,0.41,0.0,0.0,0.0
Central,South Dakota,Labels,34.85,16.3795,9,2,2,0,0.47,0.0,0.0,0.0
Central,South Dakota,Supplies,25.5,6.63,3,1,1,0,0.26,0.0,0.0,0.0
Central,Texas,Accessories,11328.56,1105.8500999999999,281,81,76,26,0.09761612243745012,0.2,0.32098765432098764,0.2
Central,Texas,Appliances,2407.814,-6147.2225,159,47,45,47,-2.5530304666390347,0.8000000000000002,1.0,0.8
Central,Texas,Art,2369.528,316.3538,259,71,66,0,0.13350920520880108,0.20000000000000004,0.0,0.2
Central,Texas,Binders,9042.676,-14705.0738,626,153,127,153,-1.6261860758916942,0.8,1.0,0.8
Central,Texas,Bookcases,14493.4588,-2391.1376999999998,105,27,27,27,-0.1649804738120896,0.32000000000000006,1.0,0.32
Central,Texas,Chairs,26572.448,-2515.649,235,61,58,57,-0.09467133024401816,0.3,0.9344262295081968,0.3
Central,Texas,Copiers,5639.872,1629.9615,16,5,5,0,0.2890068249775881,0.2,0.0,0.2
Central,Texas,Envelopes,2530.648,848.176,105,30,30,0,0.33516158707176974,0.2,0.0,0.2
Central,Texas,Fasteners,332.464,80.7357,108,24,23,3,0.24284042783579574,0.2,0.125,0.2
Central,Texas,Furnishings,3766.724,-3312.6785999999997,308,81,76,81,-0.879458808237609,0.6,1.0,0.6
Central,Texas,Labels,583.6,200.40200000000002,96,30,29,0,0.34338930774503085,0.19999999999999998,0.0,0.2
Central,Texas,Machines,19546.224000000002,-2666.8433999999997,47,13,12,8,-0.13643777949132269,0.4,0.6153846153846154,0.4
Central,Texas,Paper,6983.456,2422.9703,572,147,130,0,0.3469586262160168,0.19999999999999998,0.0,0.2
Central,Texas,Phones,28589.568,3222.4608000000003,315,80,74,3,0.11271456777521088,0.20000000000000004,0.0375,0.2
